Id,Título,Preço,Desconto,Preco_com_desconto,Condição,Nota,N_Avaliações,Marca,Material,Gênero,Temporada,Review1,Review2,Review3
1030,Calça Brim Azul Royal Ou Cinza Pronta Entrega Mecânico Epis.,53.9,0.0,53.9,Novo  |  +100 vendidos,4.7,15,WORLD SHOP PREMIUM,BRIM 100% ALGODÃO DE ALTA RESISTÊNCIA,Masculino,Outono/Inverno,Muita boa.,A costura é bem feita e não rasga fácil.,Ótima qualidade.
1031,Collant Colan Body Ballet Balé Uniforme - Meia Manga Curta,51.82,0.1,46.64,Novo  |  +100 vendidos,4.4,25,Stelariss Figurinos,Não Informado,Não Informado,Não Informado,"O pano é bom, mais o tamanho e bem menor do q fala mas medidas!!.",Comprei bem maior mas n veio na mesma descrição dos tamanhos.,"Achei muito pequeno. Minha filha tem 9 anos e é miúdinha, comprei o número 12 pra ficar folgado e ficou justinho. Logo nao servirá mais. Se nao fosse isso, seriam 5 estrelas."
1032,Kit 5 Short Feminino Academia Corrida Esporte Revenda Praia,134.99,0.0,134.99,Novo  |  3 vendidos,,0,Canario,Moletinho,Feminino,Primavera/Verão,,,
1033,Body Roupa De Bebê Chevetteiro Desde Pequeno Chevete Tubarão,36.9,0.0,36.9,Novo  |  4 vendidos,,0,Art Prima,Não Informado,Bebês,Primavera/Verão,,,
1034,Kit 4 Cuecas Boxer Box Sem Costura Algodão Masculino Zorba,171.44,0.43,97.72,Novo  |  +5mil vendidos,4.7,1479,Zorba,Algodão,Masculino,Não Informado,"Sensacional comprei dois kits,8 unidades bbb.
Bom. Bonita. Barato.",O produto era tudo o que eu esperava.,"Sao top as coecas só nao gostei.
Q veio 4brancas fora isso boas."
1035,Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,90.99,0.3,63.69,Novo  |  +10mil vendidos,4.8,1429,Lupo,Microfibra,Masculino,Primavera/Verão,Excelente produto e muito durável. Não sei como vai ser pq este produto dura muito. Comprei novo conjunto depois de quase 3 anos. Então se você quiser esquecer de comprar cueca pelo menos por 3 anos este é o produto ideal.,"Já conhecia esse produto de alta qualidade e preço baixo, tenho uma cueca dessa a 5 anos e ainda vai servir por mais tempo kkk, as cuecas de poliamida da lupo são excelentes, já as de algodão não duram um mês, não comprem as de algodão, comprem essa de poliamida são muito boas e bem duráveis m.","Produto original, estava com medo de comprar e não ser igual ao original porém me surpreendeu a qualidade do produto em breve vou comprar mais cuecas!."
1036,Faixa De Cabelo Lupo Sport Fitness Yoga Pilates 15010-001,41.57,0.0,41.57,Novo  |  +500 vendidos,4.9,45,Lupo,Não Informado,Feminino,Não Informado,Cumpre a função que é me deixar feia.,"Achei um pouco grande para a minha cabeça.
Só usei uma vez.","Produto ótimo, lindo e confortável."
1037,Conjunto Infantil Juvenil Futebol Do Corinthians Do 02 Ao 14,56.92,0.0,56.92,Novo  |  +100 vendidos,3.9,10,Z1Store,Não Informado,Sem gênero infantil,Não Informado,Bom.,"Produto atendeu bem as necessidades.
Símbolo bordado (boa qualidade).
A criança adorou a roupa de ""jogador de futebol"".",
1038,Calça Jeans Masculina Atacado Barato Lançamento,49.97,0.0,49.97,Novo  |  +100 vendidos,4.0,38,Rebeldecat,Jeans,Masculino,Outono/Inverno,"Porém, não veio como o modelo da foto, mais eu gostei.",A calça da foto não e a mesma que foi enviada.,"Produto muito bom, porém precisei faze uma devolução na primeira compra, número 42 fico muito apertado, comprei número 44 uma calça ficou perfeita(preta) porém a azul mesmo sendo 44 ainda ficou apertada, mas dá pra usa, ótimo custo benefício."
1039,Kit 2 Bermuda Jeans Lycra Masculina Plus Size 58 Ao 62,230.08,0.24,174.86,Novo  |  +5 vendidos,,0,Exposição Paulista,Algodão,Masculino,Primavera/Verão,,,
1040,Bermuda Ciclismo Bike Mauro Ribeiro - P Ao 3g Lançamento,264.28,0.23,203.5,Novo  |  +50 vendidos,5.0,7,Mauro Ribeiro Sports,Não Informado,Masculino,Não Informado,"Produto excelente, muito confortável, recomendo.",Excelene.,"Super confortável. Para pedais longos ela é ótima, pois o forro/almofada aguenta muito bem.
Além de ser muito bonita!."
1041,Roupa Umbanda Candomble Feminina (saia+pano Cabeça+bata),,0.0,,Novo  |  +25 vendidos,,0,FENIX ROUPAS AFRO RELIGIOSAS,Não Informado,Feminino,Não Informado,,,
1042,Cueiro Charutinho Com Velcro Ajustável Flamingo,99.9,0.0,99.9,Novo  |  +100 vendidos,4.8,11,PIMPOM BABY,Não Informado,Bebês,Não Informado,Excelente produto!! tecido muito bom.,Bom e prático apesar de um pouco grande.,Produto de boa qualidade. Gostei que veio com a touca junto. Tecido molinho e velcro especial. Vale a compra.
1043,Short Saia Infantil Menina Blogueirinha Mini Diva Lançamento,63.83,0.08,58.72,Novo  |  +500 vendidos,4.9,57,PROPRIA,Couro sintético,Meninas,Primavera/Verão,"Boa tarde vc eram na cor , pedir rosa pink n cor de goiaba prestem mas atenção nos pedidos de cores e tamanhos por favor.",Ficou perfeito! ela vai fazer 5 e estou usando 8. Não ficou largo e não ficou apertado! ficou perfeito todos da parte de baixo.,Uma graça. Igual da foto.
1044,Kit 3 Calça Jeans Plus Size Cintura Alta Com Lycra Skinny,201.86,0.13,175.62,Novo  |  4 vendidos,,0,Stillger,Algodão,Feminino,Outono/Inverno,,,
1045,Kit 7 Calcinha Cós Elegante Cos Alto Conforto Microfibra,51.58,0.05,49.0,Novo  |  +100 vendidos,3.8,19,Mallbeck-CALCINHA CONFORTAVEL - CALCINHA TANGA-,Microfibra,Feminino,Não Informado,O pano não e bom.,Achei muito pequena comprei o tamanho g e não serviu e de cintura alta não tem nada tive que dar as minha pra minha irmã que é bem magra e não te. Barriguinha não compraria novamente e nem recomendo por conta do tamanho o tecido é bom.,Amei amei.
1046,Bermuda Running Woom Light Run Masculino Preto E Azul 2023,169.9,0.0,169.9,Novo  |  1 vendido,,0,Woom,Poliamida,Masculino,Não Informado,,,
1047,Roupas Femininas Plus Size Bermuda Maria João Lycra 50 Ao 60,118.9,0.0,118.9,Novo  |  +100 vendidos,4.6,22,outras,Jeans,Feminino,Primavera/Verão,Amei!.,Maravilhosa!!! tamanho exato!!! vou comprar mais.,Exelente.
1048,Kit 2 Máscaras Lupo Preta Adulto Unissex Original,24.9,0.25,18.67,Novo  |  +5 vendidos,5.0,3,Lupo,Não Informado,Não Informado,Não Informado,"Qualidade top.
Material bom mesmo , me surpreendeu positivamente.
Comprarei novamente 👏.",Muito bom!!! recomendo.,"Muito bom, atendeu as expectativas com sucesso."
1049,Calça Lipo Modeladora Feminina Emagrecedora Acinturada,78.97,0.0,78.97,Novo  |  +50 vendidos,4.1,11,Gata Rebelde,Poliéster,Feminino,Outono/Inverno,Maia ou menos boa.,Muito grande. Ficou enorme mesmo. Não gostei do tecido. Acho que não iria cumprir com o prometido. Fiz a devolução. Tudo correto.,Ótima qualidade. Porém tive que levar na costureira pois descosturou inteira.
1050,Kit Roupa De Bebe 6 Peças Body Manga Longa E Mijão Algodão,110.37,0.24,83.88,Novo  |  +1000 vendidos,4.7,399,Duda Lelê Moda Infantil,Não Informado,Bebês,Outono/Inverno,"Produto do ótima qualidade, gostei muito. Era pra ter vindo dois body manga longa dois curto mas vieram os 4 longos pra mim foi ótimo meu filho tava precisando.","Pelo preco foram ok, a seleceo das roupas é aleatoria ebtao nao da para esperar uma ou outra estampa. Todas as roupas soltaram tinta na maquina e danificaram os detalhes em branco das outras roupas coloridas.","Amei, muito lindas exatamente como está nas fotos, tecido muito bom acabamento bom também, tamanho excelente, minha bebê tem 1 ano e serviu muito bem o grátis e vai da pra usar bastante ela tem 10 kg e mede 75cm."
1051,Kit 5 Bermuda Masculinha Moletinho Academia Verão Praia,163.95,0.05,155.75,Novo  |  +50 vendidos,4.3,6,Canario,moletinho,Masculino,Primavera/Verão,Ficou perfeito. Se eu pudesse ter voltado no tempo eu teria comprado antes.,"Ótimo tecido costura e acabamento, já testei na academia algumas vezes, e passa bastante confiança na execução das atividades, melhor custo benefício, satisfeito.
Obs. Na execução de treinos de perna o celular no bolso não fica muito legal devido a necessidade dos movimentos, mas para corrida na esteira perfeito.",Eu gostei muito do produto.
1052,Kit 06 Tapa Bumbum Academia Musculação Fitness Sport Com Cós,79.99,0.0,79.99,Novo  |  +100 vendidos,4.4,20,ATBQ Moda Fitness Atacado,Não Informado,Feminino,Não Informado,Minhas clientes amaram vou comprar mais pra revender.,Ótima compra ! compraria novamente.,"Cumpre a função desejada, porém não é lá grandes coisa, tecido de malha fria e a contura um pouco franzida nas pontas."
1053,Short Duplo Fitness  Plus Size Roupa Para Academia Poliéster,,0.0,,Novo  |  +100 vendidos,4.9,15,Menina Felina,Suplex,Feminino,Não Informado,Eu achei simplesmente perfeito o tamanho é realmente certo amei.,Tecido macio e elástico. Ótimo para treino que precisa de bastante movimentação das pernas.,Eu gostei muito a malha e boa mais o tamanho ficou grande em me eu visto 42 como não tinha o 42 eu comprei o 46.
1054,Calça Roupa Masculina Jeans Jogger Bege Sarja Pronta Entrega,91.82,0.17,76.21,Novo  |  +5 vendidos,4.0,5,Tevoro,Sarja,Masculino,Primavera/Verão,"O produto é bom, mas não é como mostrado na imagem. Já havia comprado uma calça no mesmo estilo, mas tecido era melhor e era um pouco mais ajustado. Também não gostei muito do elástico na borda da calça.","O produto não tem a qualidade q eu esperava, a cor do bege é uma cor morta e a qualidade do tecido apesar de até confortável não era boa.",
1055,Kit 3 Bermuda Jeans Feminina Cintura Alta Ciclista Com Lycra,64.6,0.0,64.6,Novo  |  2 vendidos,,0,Stillger,Algodão,Feminino,Primavera/Verão,,,
1056,Body De Bebe Mamãe Noel Roupa De Bebe Tematico Natal,24.9,0.0,24.9,Novo  |  +100 vendidos,4.7,18,Laura Chic Baby,Não Informado,Bebês,Primavera/Verão,Bom produto conforme anunciado.,Ficou lindo🥰.,"Produto perfeito, voltarei a compra."
1057,Kit 2 Conjuntos Segunda Pele Forrada Frio Intenso,241.01,0.1,216.91,Novo  |  +100 vendidos,4.5,104,Hot Lee,Poliéster,Sem gênero,Outono/Inverno,"O tecido é fino, achei que não protegeria do frio. Mas usei em um frio de 15⁰ com sensação de 10⁰ e aqueceu bastante. Usei apenas uma corta vento por cima.","Comprei o tamanho m ficou bom ,mas da próxima vez vou comprar um número maior para ficar mais soltinha tenho 1,72 e 67 kg.","O custo benefício é extraordinário! andei de moto num dia que estava 5 graus. Isso de temperatura, agora imagina de moto. A roupa térmica ajudou demais. Claro que sozinha não resolve, mas ela é muito muito leve e faz uma diferença enorme. Vale muito a pena."
1058,Kit 2 Cuecas Box Boxer Lupo Sem Costura Masculina Microfibra,55.07,0.0,55.07,Novo  |  +25 vendidos,5.0,2,Lupo,Microfibra,Masculino,Primavera/Verão,Ótima meu marido amou ❤️.,,
1059,5 Shorts Suplex Moda Fitness Feminina Atacado Roupas Academi,156.84,0.21,123.9,Novo  |  +500 vendidos,4.5,77,Akorio,Suplex Poliéster,Feminino,Primavera/Verão,"Comprei maior tamanho gg.
Serviu na minha filha de 12 anos. 1,52. 53 quilos.
Lycra ""seca"". Não é macia.
Todos veio bem costurado.
Custo x benefício atende.",Os produtos não são iguais os das fotos além de vim com uma cor fosca ficaram transparente.,"Otimo, boa qualidade, fiel ao tamanho, fui surpreendida positivamente, gostei muito e farei mais compras com vocês."
1060,Roupa Feminina Calça Jogger Listrada Na Lateral Plus Size+56,109.49,0.0,109.49,Novo  |  +50 vendidos,4.3,3,Explosão Total,Malha Viscolycra,Feminino,Primavera/Verão,"Tenho 1,60 então a calça não ficou como eu gostaria que é igual a foto, teria que mandar para outra costureira ajustar. Tem um forro que auxilia a não ficar transparente.",,
1061,Kit 3 Pijama Feminino Longo Suede Inverno Frio Tecido Macio,159.84,0.1,143.86,Novo  |  +25 vendidos,4.7,18,Donna Babi,Suede,Feminino,Outono/Inverno,Ótimo custo benefício pelo valor.,"Gostei muito do tecido,bem macio e confortável só não gostei das cores,veio dois pijama quase iguais. Poderia ser diferente , mas fora isso muito bom.",Os pijamas venham com cores muito feito comoum deles veio preto pra dormi acho que não é legal e ainda comprei pra presente não dá pra presentear 😢.
1062,Blusa T-shirt Roupa Feminina Frase Longa Historia,32.5,0.0,32.5,Novo  |  1 vendido,,0,Yasmim,Não Informado,Feminino,Não Informado,,,
1063,Kit 3 Roupa Feminina Shorts Jeans Cintura Alta,138.9,0.0,138.9,Novo  |  +25 vendidos,5.0,6,Mr Jeans,Jean,Feminino,Primavera/Verão,Show de bola muito boa qualidade.,"Adorei,já é a terceira vez que eu compro esses shorts. São ótimos,amei.",
1064,Cabide Infantil Preto ( 100 Unidades ),74.85,0.11,66.62,Novo  |  +100 vendidos,4.5,15,Amiplast,Não Informado,Bebês,Não Informado,Produto excelente! atendeu a todas as necessidades.,Recomendo custo benéfico.,"Produto de ótima qualidade , me surpreendeu !!!."
1065,Calça Legging Academia Confortável Com Dois Bolsos,44.9,0.0,44.9,Novo  |  +100 vendidos,4.8,16,Cor de Amora,Suplex,Feminino,Outono/Inverno,"Otima qualidade,.",Amei linda excelente perfeita.,"Gostei do estilo com bolso lateral ótimo pra carregar celular documentos, porém é muito transparente."
1066,4 Saco Para Roupa Suja Em Tnt - 50x70 - Fechamento Cordão,49.51,0.15,42.08,Novo  |  +25 vendidos,,0,URUKA,Não Informado,Sem gênero,Não Informado,,,
1067,Kit 3 Bermuda Moletom Academia Ginastica Leve Estampado Top,104.99,0.0,104.99,Novo  |  +50 vendidos,4.5,8,Canario,Poliéster,Masculino,Não Informado,Gostei muito! satisfeita.,"Então comprei g já para não ter problema, mais veio do tamanho de uma m. Então não serviu mais o moletom não era tão ruim pelo preço presenteei para outra pessoa tem que comprar gg pra quem usa g.",Excelente produto veste muito bem e as costuras bem reforçadas ótimo para academia e para o dia dia.
1068,Camisola Sexy + Robe Sensual Acompanha Calcinhas De Brinde!!,,0.0,,Novo  |  +100 vendidos,4.7,42,Sedução da Noite,helanca e elastano,Não Informado,Primavera/Verão,"Simplesmente perfeita , super confortável.","Amei é lindo e de ótima qualidade, ficou top.",As peças são maravilhosas !! tecido delicioso. Ameeei !.
1069,"Cueca Boxer Box Masculinas Tamanho Especial Xg, Xxg E Xxxg",29.79,0.0,29.79,Novo  |  +500 vendidos,4.6,42,Lupo,Algodão,Masculino,Primavera-verão Outono-inverno,Produto superou as espectativas.,Boa qualidade.,Ótimo.
1070,Conjunto Uniforme Com Sua Logo Personalizada Estampa Marca,159.75,0.0,159.75,Novo  |  1 vendido,,0,Inoffensive,Não Informado,Masculino,Não Informado,,,
1071,Kit 10 Peças Roupa Infantil Menino 5 Shorts + 5 Camisetas,170.84,0.1,153.76,Novo  |  +25 vendidos,3.2,5,Imperio Kids,Algodão,Meninos,Primavera/Verão,Pelo preço bom.,Não é ruim razoável se todos fosse tectel séria perfeito!!!.,"Achei menor do que o número fala, e vieram sem etiquetas , por isso não pude confirmar se o tamanha que pedi era realmente o tamanho."
1072,Calça Levis Jeans 511 Slim Masculino Cintura Media Elastano,,0.0,,Novo  |  +50 vendidos,4.6,8,Levi's,Algodão/Elastano,Masculino,Primavera/Verão,Parece até produto pirata. Preço de tradicional qualidade brás.,,
1073,Kit Calcinha Treinamento Desfralde Ecokids Balões 2 Unds,129.9,0.0,129.9,Novo  |  +5 vendidos,,0,EcoKids Place,Não Informado,Bebês,Não Informado,,,
1074,Short Jeans Cintura Alta Feminino Desfiado Roupas Femininas,69.9,0.0,69.9,Novo  |  +5 vendidos,,0,O Rei do Brás,Algodão,Feminino,Primavera/Verão,,,
1075,Kit 2 Conjuntos Uniforme Legging Faxineira Empregada Babá,,0.0,,Novo  |  +100 vendidos,4.7,18,EBT Uniformes,Oxford Algodão Suplex,Feminino,Não Informado,"O produto descosturou todo no avental em apenas dois dias de uso. O tecido do avental não é de boa qualidade. Quando fui costurar a parte que descosturou, vi que o tecido abre todo.",Excelente produto.,"A calça é de qualidade bem ruim, tecido transparente, não serve para trabalhar, pois em qualquer movimento fica translúcida revelando partes íntimas e lingerie. Estou bastante insatisfeita, as funcionárias reclamaram de desconforto para realizar as atividades funcionais."
1076,Calça Levis Jeans 511 Slim Masculino Cintura Media Elastano,,0.0,,Novo  |  +500 vendidos,4.4,60,Levi's,Algodão/Elastano,Masculino,Primavera/Verão,"Não gostei do acabamento da peça. Agumas costuras eatvam soltanto linha e também achei o tecido muito fino. Tenho outra calça do mesmo modelo 511 que comprei na loja e é muito diferente. A da loja o tecido é bem mais grosso, as costuras bem acabadas e a etiqueta é couro.","Uso levis 511 há anos, sempre no mesmo tamanho 34x34, essa veio totalmente fora de padrão, perna cumprida e larga. Tecido fino costura sobreposta, enfim. Como já tinha removido as etiquetas o lojista não aceitou a devolução. Vai pra costureira tentar salvar a calça. Nunca mais.",Não é original.
1077,Kit 6 Cuecas Zorba Boxer Algodão Cotton Box Masculina - Nf,134.99,0.0,134.99,Novo  |  +25 vendidos,4.8,5,Zorba,Algodão,Masculino,Primavera-verão Outono-inverno,Recomendo ao ml.,,
1078,Kit 5 Bermuda De Moletom Masculina Treino Short Academia,119.97,0.0,119.97,Novo  |  +50 vendidos,3.9,8,Gata Rebelde,Algodão,Masculino,Primavera/Verão,Muito bom.,Mediana. Uma veio menor e outra sem bolso traseiro! não recomendo!.,"Comprei no tamanho p. , mais parece gg aff."
1079,Saida De Maternidade Menina 5 Peças Charmosa Vermelha,95.88,0.08,88.21,Novo  |  +10mil vendidos,4.7,2979,Maribaby enxovais,Não Informado,Bebês,Não Informado,"Simplesmente lindo! perfeito no acabamento e nos detalhes. É exatamente igual ao da foto, com a estampa exatamente fiel. Li um comentário onde a pessoa reclamava da textura da manta ser inapropriada a um bebê. Não procede, é um tecido de qualidade e com a goma própria de novo, após uma lavagem e com cheirinho de bebê vai ficar perfeito. Amei a qualidade, o designer e o acabamento de todas as peças. Recomendo!.","A roupa e linda gostei bastante, so nao darei 5 estrela porq o produto veio com algumas das custuras que nao estao perfeitos, a manta veio com um rasgo mais levarei na costureira para arrumar, e tambem na parte que encaixa no pe da crianca veio com um rasgo pois da pra arrumar!!! espero que vcs antes da entega verifica o produto se nao estiver rasgado para agenti ficar mais feliz com a compra!! obrigado.","O tamanho é bom,vai dar pra usar um tempo mas oq me decepcionou foi a cor, nas fotos a cor é linda,viva e pessoalmente é uma cor bem apagada, um salmão desbotado e sem graça então vou ter q usar só para ficar em casa e vou ter q comprar outra saída maternidade. Isso sem contar q a manta é extremamente fina para um recém nascido, poderiam melhorar isso."
